provider_ruc,provider_name,provider_lat,provider_lng,provider_heading,sum_coactive_debt
20514468959,UNIFORM SNIPER E.I.R.L.,-12.0387871,-77.0322571,MATERIAL Y EQUIPO MEDICO,0.0
20549929398,DMA SERVICIOS S.R.L.,-12.0312294,-77.0172211,MATERIAL Y EQUIPO MEDICO,0.0
20542645696,ALMACENES CORONADO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,-16.4027886,-71.5396717,ALIMENTOS,0.0
20532552304,GRUPO JÓVER BIENES Y SERVICIOS E.I.R.L.,-12.0445345,-77.1123622,ALIMENTOS,0.0
20556049671,MARKETING Y LOGISTICA PERU S.A.C.,-12.0001614,-76.9957065,MATERIAL Y EQUIPO MEDICO,0.0
20301955406,HIGIENE Y LIMPIEZA S.R.LTDA.,-12.12837,-77.0229211,PROD. ASEO Y LIMPIEZA,0.0
20516859971,CORPORACION ALESVA SAC,-12.0691675,-77.011879,ADQUISICIÓN Y ALQUILER DE VEHÍCULOS,0.0
20568832079,OBRAS Y DISEÑOS JK E.I.R.L.,-12.0177268,-76.9203023,OTROS SERVICIOS,601.0
20381664091,REPRESENTACIONES Y SERVICIOS STEFFANY E.I.R.L.,-12.039254549999999,-76.91443225089222,OTROS SERVICIOS,0.0
20600374843,GRUPO OLIVARES DELZ S.A.C.,-5.0930943,-81.1129711,OTROS SERVICIOS,0.0
20529160543,CORPORACION VIRGEN MORENA DE GUADALUPE SAC,-9.9281269,-76.2323585,MATERIAL Y EQUIPO MEDICO,1282.0
20601845301,GRUPO MAGDIEL E.I.R.L.,-12.9366947,-73.5293394,ALIMENTOS,0.0
20601006571,MC PROYECTS AND INVESTMENTS S.A.C.,-12.0904548,-77.0190702,PROD. ASEO Y LIMPIEZA,0.0
20130329471,ALBUJAR MEDICA S.A.C.,-11.995790007070708,-77.1113660040404,MATERIAL Y EQUIPO MEDICO,0.0
20406499562,ALIMENTOS PROCESADOS COILA S.A.C.,-11.9655974,-77.0141817,ALIMENTOS,0.0
20601598567,CORPORACION NUTRIANDINA SOCIEDAD COMERCIA DE RESPONSABILIDAD LIMITADA - CORP. NUTRIANDINA S.R.L.,-16.4089361,-71.4972463,ALIMENTOS,0.0
20600412249,ARIKEY PERU E.I.R.L.,-16.4027886,-71.5396717,ALIMENTOS,0.0
20604255415,CORPORACION LM DIAZ SOCIEDAD ANONIMA CERRADA,-12.2045871,-76.9749079,ALIMENTOS,364.0
20369007760,COMERCIAL EL CHOTANITO SOC. RESP. LTDA.,-5.7095075,-78.8074105,OTROS BIENES,0.0
20489692911,INVERSIONES RIO AZUL SOCIEDAD DE RESPONSABILIDAD LIMITADA,-18.0382018,-70.2752599,PROD. ASEO Y LIMPIEZA,0.0
20604594481,MULTISERVICIOS W N & J EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,-11.9678367,-77.0109387,PROD. ASEO Y LIMPIEZA,0.0
20601269377,AXA TEAM S.A.C.,-12.0559164,-77.0998125,MATERIAL Y EQUIPO MEDICO,24.0
20491985071,HEYSERG S.A.C.,-11.824548,-77.1335621,ADQUISICIÓN Y ALQUILER DE VEHÍCULOS,0.0
20602098886,COMERCIAL Y DISTRIBUIDORA FIHANQUI SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,-16.3436884,-71.5401597,ALIMENTOS,0.0
20601434211,ECOPEVA FOODS E.I.R.L.,-8.371111,-74.5442011,ALIMENTOS,0.0
20538850986,K & C TRADING GROUP S.A.C.,-13.5111564,-72.0089255,PROD. ASEO Y LIMPIEZA,181.0
20493867530,DROGUERIA AMAZONIA MEDICA E.I R.L.,-16.5711467,-72.7149743,MATERIAL Y EQUIPO MEDICO,0.0
20603136013,M & N MEDICAL EQUIPOS E.I.R.L.,-3.7410779,-73.246703,OTROS BIENES,9491.0
20603814216,DROGUERIA ALMI FARMA DE LA SELVA E.I.R.L.,-6.8966097,-79.8435876,MATERIAL Y EQUIPO MEDICO,0.0
20445195007,DISTRIBUIDORA Y SERVICIOS VIVIANA EIRL,-8.134874100000001,-79.05209009854508,ALIMENTOS,0.0
20600913591,AMERICA LAB SOCIEDAD ANONIMA CERRADA,-18.0142951,-70.2426513,MATERIAL Y EQUIPO MEDICO,0.0
20548494355,IMPORTACIONES & REPRESENTACIONES ARIAMED S.A.C.,-12.22545455,-76.93106209210191,MATERIAL Y EQUIPO MEDICO,0.0
20521906732,TECNISAN E.I.R.L.,-12.113046926530613,-77.02277939387756,LIMPIEZA Y FUMIGACIÓN,0.0
20605225285,MEDICAL INSIGHT SOCIEDAD ANONIMA CERRADA - MEDICAL INSIGHT S.A.C.,-12.073716204040403,-77.16345561212121,MATERIAL Y EQUIPO MEDICO,0.0
20602505635,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTISERVICIOS DEL VALLE PUCATE,-10.6795968,-77.8149096,ALIMENTOS,0.0
20528951466,DISTRIBUIDORA KADMIEL SRL,-9.3035773,-76.0033702,ALIMENTOS,0.0
20393665093,EFOA TRADING EIRL,-8.3896757,-74.5740142,MATERIAL Y EQUIPO MEDICO,0.0
20601825687,CORPORACION NACIONAL ALIMENTARIA R Y H SOCIEDAD ANONIMA CERRADA,-6.7874724,-79.8665714,ALIMENTOS,0.0
20448165044,CONSORCIO FAHE SOCIEDAD ANONIMA CERRADA,-11.9664138,-77.0089764,ALIMENTOS,465.0
20605781978,JAMH E.I.R.L.,-5.8949943,-76.1037547,MATERIAL Y EQUIPO MEDICO,310.0
20101337261,ROCA S.A.C.,-12.0878777,-76.9730872,MATERIAL Y EQUIPO MEDICO,0.0
20522552527,ROSIMED PERU E.I.R.L.,-11.9016484,-77.0553457,PROD. ASEO Y LIMPIEZA,260.0
20554379711,R & A KLINER S.A.C.,-12.1540013,-76.9594494,LIMPIEZA Y FUMIGACIÓN,0.0
20266777184,MEGAPACK TRADING SAC,-12.11043885,-76.98790987697515,LIMPIEZA Y FUMIGACIÓN,0.0
20548847967,CLEAN BUS S.A.C.,-12.0001614,-76.9957065,LIMPIEZA Y FUMIGACIÓN,0.0
20564413527,DISTRIBUCIONES MICARDI S.R.L.,-8.1049557,-79.0237277,ALIMENTOS,0.0
20602391052,TIENDAS DEL E.I.R.L.,-16.403724,-71.5493341,ALIMENTOS,0.0
20601057027,DROGUERIA E IMPORTADORA MEDICONS S.A.C,-6.4831608,-76.3796822,MATERIAL Y EQUIPO MEDICO,0.0
20448310311,COPICSA PERU SOCIEDAD ANONIMA CERRADA,-13.5175309,-71.9675989,ALIMENTOS,0.0
20549389181,INVERSIONES ENCISO EFE SOCIEDAD ANONIMA CERRADA - INVERSIONES ENCISO EFE S.A.C.,-12.0320869,-77.0888,ADQUISICIÓN Y ALQUILER DE VEHÍCULOS,0.0
20516042886,TRANSPORTES ENCISO S.A.C.,-12.1358769,-77.0064297,ADQUISICIÓN Y ALQUILER DE VEHÍCULOS,0.0
20501262260,GEN LAB DEL PERU S.A.C.,-8.1200517,-79.0233378,MATERIAL Y EQUIPO MEDICO,1973.0
20562842145,BTS CONSULTORES S.A.C.,-12.0452482,-77.0456287,MATERIAL Y EQUIPO MEDICO,0.0
20533692606,GRUPO EMPRESARIAL LUDIN E.I.R.L.,-5.209094,-80.6358504,ALIMENTOS,0.0
20391308668,HACIENDA EL POTRERO SAC,-5.7166547,-78.8031867,ALIMENTOS,0.0
20605485651,EMERVIC S.A.C.,-17.9679842,-70.1939605,ALIMENTOS,0.0
20538929817,ASOCIACION DE PRODUCTORES ORILLAS DEL MARAÑON,-5.7155167,-78.8028739,ALIMENTOS,0.0
20450107086,COMERCIAL KELLY S.A.C.,-6.6644013,-76.2860165,ALIMENTOS,0.0
20572266258,NEGOCIACIONES PAPILON SAC,-5.8987504,-76.1061575,ALIMENTOS,55270.0
20404440501,LA ZOOTECNIA E.I.R.L.,-17.1980909,-70.9367577,ALIMENTOS,821.0
20407916396,CONSTRUCTORA Y SERVICIOS GENERALES OSCAR FABIAN S.A.C.,-11.8866635,-77.0960843,ALIMENTOS,0.0
20602533116,ELECTROTEL PERU G&G E.I.R.L.,-4.8988058,-80.6914748,ALIMENTOS,221.0
20600026322,NEGOCIOS Y SERVICIOS SAMMY D&R  EIRL,-10.7744634,-75.0596076,ALIMENTOS,177.0
20491803658,LAS NUEVAS TIENDAS ALEX S.A.C,-12.9366947,-73.5293394,ALIMENTOS,0.0
20601744199,INDUSTRIAS ATLANTA & ASOCIADOS E.I.R.L.,-11.8444481,-77.1288941,ALIMENTOS,5287.0
20442550060,REPRESENTACIONES SANTO DOMINGO S.R.L.,-8.3758427,-74.5475372,ALIMENTOS,0.0
20603092989,JORCOWA TRADE S.A.C,-13.5235738,-71.9748884,ALIMENTOS,0.0
20534353511,NEGOCIACIONES CORAHUA S.A.C.,-11.9451446,-77.1348505,ALIMENTOS,336.0
20498248153,INVERSIONES CASTRO-AGUILAR S.C.R.L.,-16.3564601,-71.5411228,ALIMENTOS,0.0
20604501629,PROCESADORA DE ALIMENTOS PILAR SOCIEDAD ANONIMA CERRADA,-16.4076846,-71.5340989,ALIMENTOS,0.0
20604764034,H & F HERMANOS SOCIEDAD ANÓNIMA CERRADA - H & F HERMANOS S.A.C.,-12.7871234,-74.9713087,ALIMENTOS,653.0
20447978360,CORPORATIVO DJ SOCIEDAD DE RESPONSABILIDAD LIMITADA,-12.048113857142857,-77.03133168571428,ALIMENTOS,0.0
20497803463,MAS VENTAS E.I.R.L.,-12.0611919,-77.1281364,ALIMENTOS,0.0
20541488520,PRODUCTOS AGROINDUSTRIALES DEL CENTRO S.A.C.,-7.1635207,-78.5152431,ALIMENTOS,87.0
20601908183,EDIGIS S.A.C.,-6.8065479,-79.8381266,ALIMENTOS,0.0
20511122458,DIGITAL 'X' RAY S.A.C.,-11.8709563,-77.1207996,MATERIAL Y EQUIPO MEDICO,0.0
20605918205,GRUPO RCH E.I.R.L.,-12.0562296,-77.1309786,"OBRAS, CONSTRUCCIONES Y CONSULTORIAS",0.0
20603407343,INVERSIONES ÑAÑITA E.I.R.L.,-4.9104807,-80.6812912,ALIMENTOS,230.0
20557571940,IMPORTADORA GEMALAB S.A.C.,-12.048462731328321,-77.06592526691729,MATERIAL Y EQUIPO MEDICO,0.0
20482511377,TIENDA COMERCIAL JOSE ANTONIO E.I.R.L.,-13.5213053,-71.9888408,ALIMENTOS,0.0
20568867531,PROVEEDOR DE ALIMENTOS EN GENERAL SOCIEDAD ANONIMA CERRADA,-16.4173031,-71.5336339,ALIMENTOS,0.0
20489377561,NEGOCIOS VILLANUEVA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,-13.0104193,-74.17507,ALIMENTOS,179.0
20602116612,MILUSA SOCIEDAD ANONIMA CERRADA-MILUSA S.A.C.,-11.9459499,-76.7105518,ALIMENTOS,0.0
20501543277,ALKOFARMA E.I.R.L.,-12.0228238,-77.07357,MATERIAL Y EQUIPO MEDICO,0.0
20489362024,MULTISERVI PROSEVIN E.I.R.L.,-9.9390679,-76.24952090871727,PROD. ASEO Y LIMPIEZA,572.0
20486764997,GRUPO SALGUE E.I.R.L.,-18.0192774,-70.255108,MATERIAL Y EQUIPO MEDICO,0.0
20602197795,BUSINESS EL ANGEL E.I.R.L.,-11.9681819,-77.0044033,ALIMENTOS,0.0
20604259194,INGENIERIA CIVIL G & F S.A.C.,-8.1019746,-79.0422055,ALIMENTOS,0.0
20573002645,GRUPO BERMUDEZ SOCIEDAD ANONIMA CERRADA,-12.0374604,-77.0602138,ALIMENTOS,0.0
20603594771,AGROINDUSTRIAS C&Z SEÑOR DE QOYLLORRITY EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,-11.9869307,-77.0522077,ALIMENTOS,0.0
20542725703,AGROINCA S.A.C.,-11.9288601,-77.0393274,ALIMENTOS,0.0
20480650825,AGRONEGOCIOS & CIA S.A.C.,-12.0456777,-77.1026289,ALIMENTOS,0.0
20602032320,INVERSIONES PROALMEQ SOCIEDAD ANONIMA CERRADA,-13.522919,-71.9918787,ALIMENTOS,0.0
20408104123,INVERSIONES TOMS S.R.L.,-12.0691242,-77.0006234,ALIMENTOS,0.0
20603608616,JLOZINGS CONTRATISTAS GENERALES S.A.C.,-11.1066526,-77.5822279,ALIMENTOS,0.0
20602767761,CORPORACION BEE O S.A.C.,-15.8331908,-70.0187199,MATERIAL Y EQUIPO MEDICO,0.0
20572116795,GRUPO ECOLOGICO LAMAS SOCIEDAD ANONIMA CERRADA,-11.9666512,-77.0080947,ALIMENTOS,132.0
20600452984,INVERSIONES AMERICAN BOY E.I.R.L,-11.9844467,-77.0547416,ALIMENTOS,894.0
20604235783,PRODUCTORA Y COMERCIALIZADORA DE SEMILLAS GROUP CELIS S.A.C.,-7.1807029,-78.4979823,ALIMENTOS,0.0
20407077785,MISTR S.A.,-9.2936102,-75.9997631,ALIMENTOS,0.0
20407846916,'NEGOCIACIONES LUCILA' SOCIEDAD ANONIMA CERRADA,-9.5271654,-77.5313345,ALIMENTOS,12813.0
20534978619,JACSONI E.I.R.L.,-18.0932426,-70.2505789,MATERIAL Y EQUIPO MEDICO,0.0
20528330780,INVERSIONES DON SHESHA E.I.R.L.,-12.0458969,-77.1126675,ALIMENTOS,0.0
20600394011,MEDIC HML E.I.R.L.,-12.0433462,-77.1226506,MATERIAL Y EQUIPO MEDICO,1510.0
20605451331,MULTISERVICIOS LAKSHMI E.I.R.L.,-11.9747133,-77.0041751,MATERIAL Y EQUIPO MEDICO,857.0
20450456927,REPRESENTACIONES Y DISTRIBUCIONES SAAVEDRA S.R.L.,-5.2003609,-80.6217593,ALIMENTOS,0.0
20559775933,COMERCIALIZADORA E INVERSIONES WPC S.A.C,-16.445063,-71.5195598,ALIMENTOS,0.0
20493311779,EMPRESA DE CONSTRUCCIONES Y SERVICIOS EL ORIENTE S.R.L.,-12.0594203,-77.1257478,MATERIAL Y EQUIPO MEDICO,166.0
20455009856,REDIJUA S.R.L.,-5.1804021,-80.6113489,ALIMENTOS,0.0
20605795278,JF E HIJOS DISTRIBUCIONES SOCIEDAD ANONIMA CERRADA,-15.4892138,-70.1437472,ALIMENTOS,0.0
20532040826,INVERSIONES REFAMA S.A.C.,-8.134874100000001,-79.05209009854508,ALIMENTOS,2166.0
20531321970,ALMACENES DE LA SELVA S.A.C.,-11.9666512,-77.0080947,ALIMENTOS,0.0
20601786355,IQ APOR E.I.R.L.,-8.389524,-74.538139,PROD. ASEO Y LIMPIEZA,223.0
20564081001,REPRESENTACIONES CCASANI EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - REPRESENTACIONES CCASANI,-18.0275035,-70.2654353,ALIMENTOS,0.0
20514713694,GRUPO SANTA ANA SOCIEDAD ANONIMA CERRADA,-12.0605492,-76.9786867,ALIMENTOS,0.0
20573307594,MULTISERVICIOS GRUPO ESPIRITU SOCIEDAD ANONIMA CERRADA,-16.429738,-71.4977675,ALIMENTOS,0.0
20102314264,COMERCIAL AGROSUO SA,-8.3771113,-74.5500002,ALIMENTOS,0.0
20530880746,AGROINDUSTRIA LA PERLA DEL HUASCARAN S.R.L.,-9.1512227,-76.9911774,ALIMENTOS,0.0
20513564113,FIDELAC SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA FIDELAC S.R.L.,-11.1066526,-77.5822279,ALIMENTOS,0.0
20117354793,QUINTO DAMIAN HERMANOS S.A.C,-12.079664836363637,-76.99135752121212,ALIMENTOS,0.0
20605092641,LUDIVA MEDICAL S.A.C.,-11.8556251,-77.0393039,MATERIAL Y EQUIPO MEDICO,0.0
20574725292,NEGOCIACIONES HTA MORALES S.A.C,-12.9362506,-74.2535703,ALIMENTOS,0.0
20512900896,J.C MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA,-18.0142951,-70.2426513,MATERIAL Y EQUIPO MEDICO,0.0
20518745876,LABSYSTEMS S.A.C,-5.0967803,-81.1099832,MATERIAL Y EQUIPO MEDICO,0.0
20601191289,VF INTERNATIONAL MEDICAL TECHNOLOGY SOCIEDAD ANONIMA CERRADA,-12.041615720408164,-77.09772088979592,MATERIAL Y EQUIPO MEDICO,0.0
20602758908,EMPRESA DISTRIBUIDORA KAREN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,-12.0890408,-75.1963718,ALIMENTOS,6.0
20528115463,COMERCIALIZADORA CHARITO EIRL,-12.073116344444445,-77.16270441414142,ALIMENTOS,0.0
20506268738,BIOBYSA SOCIEDAD ANONIMA CERRADA,-12.0465329,-77.0396051,MATERIAL Y EQUIPO MEDICO,0.0
20536957368,INVERSIONES MECHA S.A.C.,-13.6517915,-73.9534493,ALIMENTOS,262.0
20480099568,W & C SAN JUAN ALMACENES S.A.C.,-5.7141161,-78.8046043,ALIMENTOS,0.0
20604436142,EMPRESA DE ALIMENTACION SALUDABLE CHESMAR SOCIEDAD ANONIMA CERRADA - CHESMAR S.A.C.,-13.536386,-71.9803792,ALIMENTOS,3065.0
20603942362,CORPORACION ANDISUR S.A.C.,-13.1350853,-74.2313112,ALIMENTOS,0.0
20490765507,MINIMARKET SAN JUAN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,-12.0735363,-75.211676,ALIMENTOS,529.0
20527905738,INDUSTRIA ALIMENTICIA IMPERIAL E.I.R.L.,-11.8425574,-77.1224831,ALIMENTOS,0.0
20517372294,"SERVITEBCA PERÚ, SERVICIO DE TRANSFERENCIA ELECTRÓNICA DE BENEFICIOS Y PAGOS S.A.",-12.09782045,-76.97239040309839,OTROS SERVICIOS,0.0
20425890558,PIEDRANGEL S.A.C.,-12.1178994,-76.9663236,OTROS SERVICIOS,0.0
20527234850,L & H REPRESENTACIONES S.A.C.,-6.2297337,-77.8625456,ALIMENTOS,0.0
20509411671,MP INSTITUCIONAL SOCIEDAD ANONIMA CERRRADA,-12.0979595,-77.0365932,PROD. ASEO Y LIMPIEZA,0.0
20528224831,INDUSTRIA MILILAC E.I.R.L.,-3.7319287,-73.258755,ALIMENTOS,0.0
20601057302,INVERSIONES Y SERVICIOS BRIFABRI E.I.R.L.,-9.0929358,-78.56274,MATERIAL Y EQUIPO MEDICO,0.0
20489620171,CONSORCIO DOMIX PERU SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,-12.1121692,-76.9959316,ALIMENTOS,0.0
20494556589,"""INVERSIONES SAN JOSE"" E.I.R.L.",-7.1887833,-76.73622928641777,ALIMENTOS,0.0
20601088101,INVERSIONES ANDINA DEL NORTE E.I.R.L.,-12.082068,-77.0087935,OTROS SERVICIOS,0.0
20604559643,JM  & WA NEGOCIOS CORPORATIVOS E.I.R.L.,-12.0578902,-77.0392477,MATERIAL Y EQUIPO MEDICO,178419.0
20604263612,CUENCA DEL RIO MAYO E.I.R.L.,-8.2242382,-78.9757746,ALIMENTOS,0.0
20493201329,COMERCIAL IRMITA S.A.C.,-12.0194751,-77.098893,ALIMENTOS,0.0
20528184431,REPRESENTACIONES MELISA E.I.R.L.,-8.3758722,-74.5362306,ALIMENTOS,0.0
20567199461,CONSORCIO WENDY'S E.I.R.L.,-12.0491166,-77.1323302,ALIMENTOS,0.0
20568218648,MEGACENTRO CHIPANA E.I.R.L.,-11.258751,-74.6400146,ALIMENTOS,0.0
20568825706,GRUPO COMERCIAL NILBRYAN S.A.C.,-11.9427016,-77.0464004,ALIMENTOS,0.0
20563850966,INVERSIONES SHEKHINA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-INVERSIONES SHEKHINA E.I.R.L,-8.1049557,-79.0237277,ALIMENTOS,0.0
20494498104,EMPRESA DE TRANSPORTES DE CARGA EN GENERAL Y SERVICIOS MULTIPLES FLORES S.A.C.,-12.7672128,-73.658433,ALIMENTOS,66446.0
20521982081,INVERSIONES HIKARI S.A.C.,-11.838167,-77.167473,MATERIAL Y EQUIPO MEDICO,0.0
20600549953,NEGOCIACIONES M & KN S.A.C.,-14.067097,-75.7257852,ALIMENTOS,0.0
20603976275,CORPORACION VALEIVA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,-12.0001614,-76.9957065,ALIMENTOS,1430.0
20601239290,NRC CORPORACIONES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - NRC CORPORACIONES E.I.R.L.,-8.3758427,-74.5475372,ALIMENTOS,1420.0
20602634061,COMERCIO Y SERVICIOS VEGA S.R.L.,-12.0630378,-77.1313381,ALIMENTOS,0.0
20542494973,MARYNUR E.I.R.L.,-11.9600886,-77.0552145,ALIMENTOS,0.0
20526373171,INVERSIONES MIVENA S.R.L.,-11.7276086,-76.06902593967638,ALIMENTOS,0.0
20570729030,COMERCIALIZADORA Y SERVICIOS ALDAIR S.R.L.,-8.3819266,-74.5294396,ALIMENTOS,46.0
20604194378,INVERSIONES PAJUELO HERMANOS E.I.R.L.,-5.0967803,-81.1099832,ALIMENTOS,0.0
20602286666,AGROHILMART S.A.C.,-16.3436884,-71.5401597,ALIMENTOS,0.0
20403667413,COMERCIAL H & U EIRL,-13.5213053,-71.9888408,ALIMENTOS,662.0
20600923162,VALENTINA IMPORT & ASOCIADOS S.A.C.,-12.0231902,-77.109061,MATERIAL Y EQUIPO MEDICO,0.0
20604979065,MULTISERVICIOS MYG E.I.R.L.,-12.0228421,-77.1092915,ALIMENTOS,0.0
20492092313,MAKRO SUPERMAYORISTA S.A.,-12.1493985,-77.00899998471218,ALIMENTOS,0.0
20601020247,EL DORADO GROUP E.I.R.L.,-8.08994,-79.0283049,ALIMENTOS,0.0
20555401010,PROCESADORA DE ALIMENTOS E INVERSIONES SARITA COLONIA S.A.C. - ALINPROSAC S.A.C.,-15.0536565,-70.2796349,ALIMENTOS,135.0
20601230691,DISTRIBUIDORA EN GENERAL LUGA SOCIEDAD ANONIMA CERRADA,-16.3878515,-71.5245654,ALIMENTOS,0.0
20600723082,CORPORACION QUISBLAN ASOCIADOS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,-12.9295634,-74.2520783,ALIMENTOS,0.0
20541422341,INVERSIONES ZASUDE S.R.L.,-12.0659654,-77.077292,ALIMENTOS,0.0
20603720351,COMPAÑIA CAVAL SOCIEDAD ANONIMA CERRADA - CIA. CAVAL S.A.C.,-13.717368,-76.1471827,ALIMENTOS,0.0
20502510470,EMP.DE CONSERVAS DE PESCADO BELTRAN EIRL,-12.082068,-77.0087935,ALIMENTOS,0.0
20502257987,CORPORACION VEGA S.A.C.,-12.0960025,-77.0365206,ALIMENTOS,0.0
20516935317,GLOBAL SERVICIO INTEGRAL MEDICO SOCIEDAD ANONIMA,-11.9426485,-76.9805923,LIMPIEZA Y FUMIGACIÓN,0.0
20600262930,DISTRIBUIDORA INDUSTRIA ALIMENTARIA BENNY S.R.L.,-16.4202752,-71.5381622,ALIMENTOS,319.0
20563988992,CORPORACION VICTORIA PERU SOCIEDAD ANONIMA CERRADA-CORVIPER SAC,-12.8652815,-72.6954074,ALIMENTOS,0.0
20601126452,CORPORACION Y MULTISERVICIOS MIRUNA S.R.L.,-7.1671184,-78.5115606,ALIMENTOS,0.0
20454428022,REPRESENTACIONES MONTES S.R.L.-MONTES S. R.L.,-12.0615056,-77.1354034,ALIMENTOS,0.0
20553852979,CORPORACION SUNSET CLOUDS S.A.C.,-8.38812,-74.5349832,ALIMENTOS,26887.0
20527704759,INVERSIONES GUSTAVO SOCIEDAD ANONIMA CERRADA,-18.0142951,-70.2426513,ALIMENTOS,0.0
20517758991,ALFY MEDICA EIRL,-12.0493725,-75.2504039,MATERIAL Y EQUIPO MEDICO,0.0
20602740278,INDUAMERICA INTERNACIONAL S.A.C.,-12.0979595,-77.0365932,ALIMENTOS,0.0
20603446543,SKY AIRLINE PERU S.A.C.,-12.0878777,-76.9730872,OTROS SERVICIOS,0.0
20486886081,A  &  N  DISTRIBUIDORES SOCIEDAD ANONIMA CERRADA,-13.7938355,-70.4720566,ALIMENTOS,0.0
20600439678,COMPAÑIA PESQUERA SER SUR E.I.R.L.,-13.5268555,-71.9477188,ALIMENTOS,0.0
20529289236,TRANSPORTES Y CONSTRUCTORA LUCHIN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,-9.9366294,-76.2483179,ALIMENTOS,197.0
20527653232,EMPRESA TRANSPORTES MAROSUR EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,-12.202098,-77.0205039,ALIMENTOS,181.0
20573149239,CONSORCIO SAR S.R.L,-7.1543996,-78.5122685,ALIMENTOS,0.0
20601350387,MARIA DOLORES CHUQUIMANTARI E.I.R.L.,-12.0001614,-76.9957065,ALIMENTOS,0.0
20398527993,QUIMICOS Y EQUIPOS DEL NORTE S.R.L.,-11.9988177,-77.121487,PROD. ASEO Y LIMPIEZA,0.0
20600108931,CORPORACION KAPEM S.A.C.,-11.4533531,-76.6247129,MATERIAL Y EQUIPO MEDICO,0.0
20527673772,MULTISERVICIOS HUAMANGA E.I.R.L.,-8.38812,-74.5349832,ALIMENTOS,0.0
